team,team_id,season,jersey,name,position,height,academic_year,hometown,high_school,previous_school,url
North Carolina Central,489,2018-19,3,Shontai Totten,G,"5'6""",Junior,"Pittsboro, N.C.",,Louisburg College,https://nccueaglepride.com/sports/womens-basketball/roster/shontai-totten/5754
North Carolina Central,489,2018-19,4,Paulina Afriyie,F,"5'11""",Junior,"Bronx, N.Y.",,Herbert H. Lehman HS,https://nccueaglepride.com/sports/womens-basketball/roster/paulina-afriyie/5748
North Carolina Central,489,2018-19,5,London Thompson,G,"5'7""",Freshman,"Lumberton, N.C.",,Lumberton Senior HS,https://nccueaglepride.com/sports/womens-basketball/roster/london-thompson/5756
North Carolina Central,489,2018-19,11,Caira Benton,G,"5'9""",Senior,"Duarte, Calif.",,Mt. San Antonio College,https://nccueaglepride.com/sports/womens-basketball/roster/caira-benton/5749
North Carolina Central,489,2018-19,21,Jasmine Pollock,G,"5'7""",Freshman,"Fredericksburg, Va.",,Massaponax HS,https://nccueaglepride.com/sports/womens-basketball/roster/jasmine-pollock/5757
North Carolina Central,489,2018-19,22,Zaria Atkins,G,"5'7""",Sophomore,"Dudley, N.C.",,Purdue University Fort Wayne,https://nccueaglepride.com/sports/womens-basketball/roster/zaria-atkins/5755
North Carolina Central,489,2018-19,24,Theyoung Puoy,F,"6'0""",Junior,"Anchorage, Alaska",,Western Arizona College,https://nccueaglepride.com/sports/womens-basketball/roster/theyoung-puoy/5759
North Carolina Central,489,2018-19,32,Desiree Keeling,C,"6'2""",Senior,"Roanoke, Va.",,Rutgers University,https://nccueaglepride.com/sports/womens-basketball/roster/desiree-keeling/5760
North Carolina Central,489,2018-19,33,Kiyana Brown,F,"6'1""",Freshman,"Yanceyville, N.C.",,Bartlett Yancey HS,https://nccueaglepride.com/sports/womens-basketball/roster/kiyana-brown/5761
North Carolina Central,489,2018-19,34,Xian Lopez,G/F,"5'11""",Freshman,"Snellville, Ga.",,South Gwinnett HS,https://nccueaglepride.com/sports/womens-basketball/roster/xian-lopez/5762
North Carolina Central,489,2018-19,40,Kieche White,G,"5'4""",Sophomore,"Washington, D.C.",,Friendship Collegiate Academy,https://nccueaglepride.com/sports/womens-basketball/roster/kieche-white/5751
North Carolina Central,489,2018-19,44,Ashlyn Lockard,F,"6'2""",Freshman,"Tracy, Calif.",,Brookside Christian HS,https://nccueaglepride.com/sports/womens-basketball/roster/ashlyn-lockard/5763
North Dakota State,493,2018-19,2,Reagan Heun,G,"5'10""",Freshman,"Spring Branch, Texas",Canyon Lake HS,,https://gobison.com/sports/womens-basketball/roster/reagan-heun/8075
North Dakota State,493,2018-19,4,Sofija Zivaljevic,G,"5'10""",RSo.,"Podgorica, Montenegro",Gimnazija,Iowa State,https://gobison.com/sports/womens-basketball/roster/sofija-zivaljevic/8074
North Dakota State,493,2018-19,13,Cirkeline Rimdal,G,"6'0""",Freshman,"Køge, Denmark",Køge Gymnasium,SISU Copenhagen,https://gobison.com/sports/womens-basketball/roster/cirkeline-rimdal/8174
North Dakota State,493,2018-19,20,Hanna Norman,G,"5'8""",Senior,"Hastings, Minn.",Hastings HS,,https://gobison.com/sports/womens-basketball/roster/hanna-norman/8416
North Dakota State,493,2018-19,21,Rylee Nudell,F,"5'10""",Junior,"Buffalo, N.D.",Maple Valley HS,,https://gobison.com/sports/womens-basketball/roster/rylee-nudell/8069
North Dakota State,493,2018-19,22,Michelle Gaislerova,G,"5'11""",Sophomore,"Trutnov, Czech Republic",Lincoln (Neb.) Christian HS,,https://gobison.com/sports/womens-basketball/roster/michelle-gaislerova/8065
North Dakota State,493,2018-19,24,Tyrah Spencer,G,"5'9""",Junior,"Oakdale, Minn.",Bloomington Kennedy HS,,https://gobison.com/sports/womens-basketball/roster/tyrah-spencer/8071
North Dakota State,493,2018-19,31,Marina Fernandez,G,"6'0""",Senior,"Barcelona, Spain",IES Rafael Casanova,Casper CC,https://gobison.com/sports/womens-basketball/roster/marina-fernandez/8064
North Dakota State,493,2018-19,33,Raquel Terrer van Gool,G,"5'11""",Freshman,"Zaragoza, Spain",IES Miguel Servet,,https://gobison.com/sports/womens-basketball/roster/raquel-terrer-van-gool/8073
North Dakota State,493,2018-19,34,Emily Dietz,F,"6'3""",Sophomore,"West Fargo, N.D.",Shanley HS,,https://gobison.com/sports/womens-basketball/roster/emily-dietz/8063
North Dakota State,493,2018-19,44,Danneka Voegeli,C,"6'2""",Sophomore,"Winona, Minn.",Winona HS,,https://gobison.com/sports/womens-basketball/roster/danneka-voegeli/8072
Niagara,482,2018-19,0,Valentina Pepic,F,"6'2""",Freshman,"Revere, MA",,Revere High School,https://purpleeagles.com/sports/womens-basketball/roster/valentina-pepic/6245
Niagara,482,2018-19,1,Jordan Edwards,G,"5'7""",Freshman,"Pittsburgh, PA",,Gateway High School,https://purpleeagles.com/sports/womens-basketball/roster/jordan-edwards/6241
Niagara,482,2018-19,4,Jai Moore,G,"5'9""",Junior,"Brooklyn, NY",,Midwood High School,https://purpleeagles.com/sports/womens-basketball/roster/jai-moore/6239
Niagara,482,2018-19,5,Claire Wanzer,G,"5'8""",Sophomore,"Amherst, NY",,Amherst High School,https://purpleeagles.com/sports/womens-basketball/roster/claire-wanzer/6240
Niagara,482,2018-19,10,Maddy Yelle,G,"5'8""",Freshman,"Geneva, IL",,Geneva Community High School,https://purpleeagles.com/sports/womens-basketball/roster/maddy-yelle/6246
Niagara,482,2018-19,11,Kharysma Bryant,G,"5'8""",Senior,"Rochester, NY",,Bishop Kearney,https://purpleeagles.com/sports/womens-basketball/roster/kharysma-bryant/6234
Niagara,482,2018-19,12,Emerald Ekpiteta,F,"5'11""",Sophomore,"London, England",,City of London Academy,https://purpleeagles.com/sports/womens-basketball/roster/emerald-ekpiteta/6236
Niagara,482,2018-19,14,Olivia Mason,F,"6'0""",Freshman,"Kennett Square, PA",,Ursuline Academy,https://purpleeagles.com/sports/womens-basketball/roster/olivia-mason/6244
Niagara,482,2018-19,15,Adila Gathers,F,"5'11""",Redshirt Senior,"Buffalo, NY",,Saint Francis University (PA)/Tapestry Charter,https://purpleeagles.com/sports/womens-basketball/roster/adila-gathers/6237
Niagara,482,2018-19,20,Ally Haar,G,"5'6""",Freshman,"West Chester, OH",,Lakota West High School,https://purpleeagles.com/sports/womens-basketball/roster/ally-haar/6243
Niagara,482,2018-19,21,Maggie McIntyre,G,"5'0""",Junior,"Mantua, NJ",,Gloucester Catholic High School,https://purpleeagles.com/sports/womens-basketball/roster/maggie-mcintyre/6238
Niagara,482,2018-19,23,Kyra Grimshaw,G/F,"5'10""",Freshman,"North Syracuse, NY",,Liverpool High School,https://purpleeagles.com/sports/womens-basketball/roster/kyra-grimshaw/6242
Niagara,482,2018-19,24,Morgan Baughman,G,"5'10""",Junior,"Carlisle, PA",,Cumberland Valley High School,https://purpleeagles.com/sports/womens-basketball/roster/morgan-baughman/6233
Niagara,482,2018-19,33,Dagny Davidsdottir,F,"6'1""",Redshirt Sophomore,"Hveragerdi, Iceland",,The Westtown School,https://purpleeagles.com/sports/womens-basketball/roster/dagny-davidsdottir/6235
Nicholls State,483,2018-19,0,Tykeria Williams,G,"5'6""",Junior,"Montgomery, Ala.",Lee,,https://geauxcolonels.com/sports/womens-basketball/roster/tykeria-williams/4106
Nicholls State,483,2018-19,1,Bree Wilson,G,"5'4""",Junior,"New Orleans, La.",St. Michael,,https://geauxcolonels.com/sports/womens-basketball/roster/bree-wilson/4107
Nicholls State,483,2018-19,3,Kacie Fountain,G,"5'7""",Junior,"Walker, La.",Walker,Southwest Mississippi CC,https://geauxcolonels.com/sports/womens-basketball/roster/kacie-fountain/4208
Nicholls State,483,2018-19,5,Airi Hamilton,G,"5'8""",Redshirt Junior,"Natchitoches, La.",Ponchatoula,,https://geauxcolonels.com/sports/womens-basketball/roster/airi-hamilton/4102
Nicholls State,483,2018-19,11,Adrian Mann,G,"5'8""",Freshman,"Mokane, Mo.",South Callaway,,https://geauxcolonels.com/sports/womens-basketball/roster/adrian-mann/4108
Nicholls State,483,2018-19,12,Yasmin Perez,G,"5'4""",Freshman,"Deltona, Fla.",Calvary Christian Academy,,https://geauxcolonels.com/sports/womens-basketball/roster/yasmin-perez/4109
Nicholls State,483,2018-19,13,Kinzie Heineman,G,"5'7""",Sophomore,"San Antonio, Texas",Brennan,,https://geauxcolonels.com/sports/womens-basketball/roster/kinzie-heineman/4103
Nicholls State,483,2018-19,15,Lauryn Bowie,F,"5'9""",Redshirt Freshman,"Duncanville, Texas",Duncanville,,https://geauxcolonels.com/sports/womens-basketball/roster/lauryn-bowie/4100
Nicholls State,483,2018-19,20,Cassidy Barrios,G,"5'10""",Senior,"Raceland, La.",Vandebilt Catholic,,https://geauxcolonels.com/sports/womens-basketball/roster/cassidy-barrios/4099
Nicholls State,483,2018-19,22,Loan-Anh Johnson,G,"5'8""",Freshman,"Wichita, Kan.",Wichita South,,https://geauxcolonels.com/sports/womens-basketball/roster/loan-anh-johnson/4110
Nicholls State,483,2018-19,23,Korie Leary,C,"5'10""",Redshirt Sophomore,"Dallas, Texas",Lincoln,,https://geauxcolonels.com/sports/womens-basketball/roster/korie-leary/4104
Nicholls State,483,2018-19,25,Chrystal Ezechukwu,F,"6'0""",Junior,"Decatur, Ga.",Miller Grove,Jones County JC,https://geauxcolonels.com/sports/womens-basketball/roster/chrystal-ezechukwu/4111
Nicholls State,483,2018-19,32,Destiny Collins,G,"5'10""",Sophomore,"New Orleans, La.",Edna Karr,,https://geauxcolonels.com/sports/womens-basketball/roster/destiny-collins/4101
Nicholls State,483,2018-19,33,Bryanna Washington,F,"5'9""",Sophomore,"Irving, Texas",Ranchview,,https://geauxcolonels.com/sports/womens-basketball/roster/bryanna-washington/4105
New Jersey Institute of Technology,471,2018-19,0,Amber Morgan,G,"5'5""",Junior,"Indianapolis, IN",Lawrence North,,https://www.njithighlanders.com/sports/womens-basketball/roster/amber-morgan/5893
New Jersey Institute of Technology,471,2018-19,5,Maddie Martin,G,"5'7""",Rf.,"Dunmore, PA",Dunmore,,https://www.njithighlanders.com/sports/womens-basketball/roster/maddie-martin/5891
New Jersey Institute of Technology,471,2018-19,10,Jillian Libby,F,"5'11""",Redshirt Junior,"South Portland, ME",Cheverus High School,,https://www.njithighlanders.com/sports/womens-basketball/roster/jillian-libby/5890
New Jersey Institute of Technology,471,2018-19,11,Jordan Ireland,G,"5'7""",Senior,"Garnet Valley, PA",Garnet Valley High School,,https://www.njithighlanders.com/sports/womens-basketball/roster/jordan-ireland/5889
New Jersey Institute of Technology,471,2018-19,13,Kelly Guarino,G,"5'7""",Senior,"Thiells, NY",Albertus Magnus,,https://www.njithighlanders.com/sports/womens-basketball/roster/kelly-guarino/5888
New Jersey Institute of Technology,471,2018-19,14,Amarri Trueheart,PG,"5'3""",Redshirt Junior,"Cheltenham, PA",Cheltenham (UAlbany),,https://www.njithighlanders.com/sports/womens-basketball/roster/amarri-trueheart/5896
New Jersey Institute of Technology,471,2018-19,15,Samantha Schultz,G,"5'10""",Freshman,"Kings Park, NY",Kings Park,,https://www.njithighlanders.com/sports/womens-basketball/roster/samantha-schultz/5973
New Jersey Institute of Technology,471,2018-19,20,Danielle Tunstall,G,"5'11""",Junior,"Willingboro, NJ","Life Center Academy (Burlington, NJ)",,https://www.njithighlanders.com/sports/womens-basketball/roster/danielle-tunstall/5897
New Jersey Institute of Technology,471,2018-19,21,Lucia Martinez-Ortiz,F,"6'2""",Sophomore,"Guadarrama, Spain",Colegio Internacional Nuevo Centro,,https://www.njithighlanders.com/sports/womens-basketball/roster/lucia-martinez-ortiz/5892
New Jersey Institute of Technology,471,2018-19,22,Tatianna Torres,G,"5'10""",Redshirt Senior,"Arlington, VA",Thomas A. Edison High School,,https://www.njithighlanders.com/sports/womens-basketball/roster/tatianna-torres/5895
New Jersey Institute of Technology,471,2018-19,24,Tracey Brereton,G,"5'9""",Junior,"Aberdeen, NJ",Matawan Regional,,https://www.njithighlanders.com/sports/womens-basketball/roster/tracey-brereton/5887
New Jersey Institute of Technology,471,2018-19,25,Dez Allen,G,"5'10""",Sophomore,"Neptune, NJ",Neptune,,https://www.njithighlanders.com/sports/womens-basketball/roster/dez-allen/5885
New Jersey Institute of Technology,471,2018-19,31,Milena Bajic,F,"6'1""",Junior,"Podogorica, Montenegro",Gimnazija Slobodan Skerovic,,https://www.njithighlanders.com/sports/womens-basketball/roster/milena-bajic/5886
New Jersey Institute of Technology,471,2018-19,44/1,Ellyn Stoll,G,"5'8""",Sophomore,"Point Pleasant, NJ","St. Rose (Belmar, NJ)",,https://www.njithighlanders.com/sports/womens-basketball/roster/ellyn-stoll/5894
Northern Kentucky,505,2018-19,1,Grace White,G,"5'9""",Sophomore,"Leitchfield, Ky.",Grayson County,,https://nkunorse.com/sports/womens-basketball/roster/grace-white/4061
Northern Kentucky,505,2018-19,2,Kennedy Archer,G,"5'10""",Redshirt Junior,"Indianapolis, Ind.",Franklin Central,Coastal Carolina,https://nkunorse.com/sports/womens-basketball/roster/kennedy-archer/4053
Northern Kentucky,505,2018-19,4,Taylor Clos,PG,"5'5""",Freshman,"Alexandria, Ky.",Campbell County,,https://nkunorse.com/sports/womens-basketball/roster/taylor-clos/4190
Northern Kentucky,505,2018-19,5,Samari Mowbray,G,"6'1""",Sophomore,"Mason, Ohio",Mason,,https://nkunorse.com/sports/womens-basketball/roster/samari-mowbray/4057
Northern Kentucky,505,2018-19,10,Grayson Rose,F/C,"6'3""",Sophomore,"Garrettsville, Ohio",James A. Garfield,,https://nkunorse.com/sports/womens-basketball/roster/grayson-rose/4059
Northern Kentucky,505,2018-19,11,Taryn Taugher,G,"5'8""",Senior,"Freeland, Mich.",Freeland,,https://nkunorse.com/sports/womens-basketball/roster/taryn-taugher/4060
Northern Kentucky,505,2018-19,13,Jazmyne Geist,F,"5'11""",Sophomore,"Fort Wayne, Ind.",Homestead,,https://nkunorse.com/sports/womens-basketball/roster/jazmyne-geist/4055
Northern Kentucky,505,2018-19,14,Reece Mungar,F,"6'1""",Sophomore,"Stoney Creek, Ontario, Canada",Bishop Ryan Catholic Secondary School,,https://nkunorse.com/sports/womens-basketball/roster/reece-mungar/4058
Northern Kentucky,505,2018-19,20,Chyna Anthony,F,"6'1""",Sophomore,"New Albany, Ind.",New Albany,,https://nkunorse.com/sports/womens-basketball/roster/chyna-anthony/4052
Northern Kentucky,505,2018-19,23,Kailey Coffey,F,"5'10""",Sophomore,"Russell Springs, Ky.",Russell County,,https://nkunorse.com/sports/womens-basketball/roster/kailey-coffey/4054
Northern Kentucky,505,2018-19,24,Molly Glick,G,"5'11""",Redshirt Junior,"Fostoria, Ohio",Arcadia,,https://nkunorse.com/sports/womens-basketball/roster/molly-glick/4056
Northern Kentucky,505,2018-19,25,Ally Niece,PG,"5'8""",Freshman,"Independence, Ky.",Simon Kenton,,https://nkunorse.com/sports/womens-basketball/roster/ally-niece/4191
Northern Kentucky,505,2018-19,30,Emmy Souder,F/C,"6'2""",Freshman,"Harrodsburg, Ky.",Mercer County,,https://nkunorse.com/sports/womens-basketball/roster/emmy-souder/4192
New Mexico State,472,2018-19,0,Pam Wilmore,G,"5'6""",Sophomore,"Las Vegas, Nev.",Centennial High School,,https://nmstatesports.com/sports/womens-basketball/roster/pam-wilmore/5846
New Mexico State,472,2018-19,1,Rodrea Echols,G,"5'9""",Junior,"Memphis, Tenn.",Overton HS,Trinity Valley,https://nmstatesports.com/sports/womens-basketball/roster/rodrea-echols/5847
New Mexico State,472,2018-19,2,Brooke Salas,G,"5'11""",Senior,"Placentia, Calif.",El Dorado HS,,https://nmstatesports.com/sports/womens-basketball/roster/brooke-salas/5848
New Mexico State,472,2018-19,3,Stabresa McDaniel,G/F,"5'10""",Graduate Student,"Dallas, Texas",Skyline High School,North Texas,https://nmstatesports.com/sports/womens-basketball/roster/stabresa-mcdaniel/5849
New Mexico State,472,2018-19,11,Baylee Robinson,F,"6'1""",Senior,"Roswell, N.M.",Goddard HS,Barton CC,https://nmstatesports.com/sports/womens-basketball/roster/baylee-robinson/5851
New Mexico State,472,2018-19,14,Nana Sule,F,"6'0""",Junior,"Abuja, Nigeria",Cedar International Secondary School,Chipola College,https://nmstatesports.com/sports/womens-basketball/roster/nana-sule/5850
New Mexico State,472,2018-19,20,Dominique Mills,G/F,"5'10""",Senior,"Salt Lake City, Utah",Juan Diego Catholic HS,Trinity Valley,https://nmstatesports.com/sports/womens-basketball/roster/dominique-mills/5852
New Mexico State,472,2018-19,21,Monique Mills,G,"5'10""",Senior,"Salt Lake City, Utah",Juan Diego Catholic HS,Trinity Valley,https://nmstatesports.com/sports/womens-basketball/roster/monique-mills/5853
New Mexico State,472,2018-19,22,Kalei Atkinson,G,"6'0""",Sophomore,"Torrance, Calif.",West HS,,https://nmstatesports.com/sports/womens-basketball/roster/kalei-atkinson/5854
New Mexico State,472,2018-19,23,Aaliyah Prince,G,"5'8""",Redshirt Sophomore,"San Antonio, Texas",Highlands HS,,https://nmstatesports.com/sports/womens-basketball/roster/aaliyah-prince/5855
New Mexico State,472,2018-19,24,Adenike Aderinto,F,"6'2""",Junior,"Zaria, Nigeria",Dagamas Legacy School,South Georgia Tech,https://nmstatesports.com/sports/womens-basketball/roster/adenike-aderinto/5916
New Mexico State,472,2018-19,30,Gia Pack,G,"5'10""",Junior,"Phoenix, Ariz.",South Mountain HS,,https://nmstatesports.com/sports/womens-basketball/roster/gia-pack/5856
New Mexico State,472,2018-19,34,Tayelin Grays,G,"5'8""",Freshman,"Dayton, Texas",Dayton HS,,https://nmstatesports.com/sports/womens-basketball/roster/tayelin-grays/5857
New Mexico State,472,2018-19,42,Aissatou Fall,C,"6'4""",Sophomore,"Pikine, Dakar, Senegal",Life Prep Academy,,https://nmstatesports.com/sports/womens-basketball/roster/aissatou-fall/5858
New Mexico State,472,2018-19,,Adrianna Henderson,G,"5'7""",Redshirt Junior,"Topeka, Kan.",Topeka HS,North Texas,https://nmstatesports.com/sports/womens-basketball/roster/adrianna-henderson/5915
Northwestern State,508,2018-19,0,Nautica Grant,G,"5'5""",Senior,"Dallas, Texas",Tyler JC,,https://nsudemons.com/sports/womens-basketball/roster/nautica-grant/4942
Northwestern State,508,2018-19,1,Gabby Bell,G,"5'4""",Junior,"Arlington, Texas",Martin HS,,https://nsudemons.com/sports/womens-basketball/roster/gabby-bell/4939
Northwestern State,508,2018-19,2,Nia Randall,G,"5'7""",Redshirt Sophomore,"Garland, Texas",Garland HS,,https://nsudemons.com/sports/womens-basketball/roster/nia-randall/4945
Northwestern State,508,2018-19,3,Jada Freeman,G,"5'8""",Sophomore,"Irving, Texas",Ranchview HS,,https://nsudemons.com/sports/womens-basketball/roster/jada-freeman/4940
Northwestern State,508,2018-19,4,Lacee Savage,F,"6'0""",Sophomore,"Houston, Texas",Clear Creek HS,,https://nsudemons.com/sports/womens-basketball/roster/lacee-savage/4946
Northwestern State,508,2018-19,5,Sami Thomas,G,"5'5""",Redshirt Senior,"Leesville, La.",Pickering HS,,https://nsudemons.com/sports/womens-basketball/roster/sami-thomas/4948
Northwestern State,508,2018-19,13,Victoria Miller,F/C,"6'0""",Junior,"Carrollton, TX",Hebron HS,,https://nsudemons.com/sports/womens-basketball/roster/victoria-miller/4944
Northwestern State,508,2018-19,15,Jasmyn Johnson,F,"5'8""",Junior,"West Monroe, LA",West Monroe HS,,https://nsudemons.com/sports/womens-basketball/roster/jasmyn-johnson/4943
Northwestern State,508,2018-19,20,Leah Barnes,F,"6'1""",Senior,"Richfield, Minn.",Richfield HS,North Dakota State College of Science,https://nsudemons.com/sports/womens-basketball/roster/leah-barnes/4938
Northwestern State,508,2018-19,22,Libba Gilliam,F,"6'1""",Senior,"Huntsville, AL",Madison Academy,,https://nsudemons.com/sports/womens-basketball/roster/libba-gilliam/4941
Northwestern State,508,2018-19,23,Jocelyn Scott,F,"5'11""",Junior,"McKinney, Texas",McKinney North HS,,https://nsudemons.com/sports/womens-basketball/roster/jocelyn-scott/4947
Northwestern State,508,2018-19,24,Kira Bonner,G,"5'7""",Junior,"Vossburg, Miss.",Quitman HS,Jones County JC,https://nsudemons.com/sports/womens-basketball/roster/kira-bonner/5113
Northwestern State,508,2018-19,32,RaVon Nero,G,"5'10""",Freshman,"Edmond, Okla.",Santa Fe HS,,https://nsudemons.com/sports/womens-basketball/roster/ravon-nero/5112
Northwestern,509,2018-19,0,Jess Sancataldo,G,,First-Year,"Sydney, Australia",Turamurra,,https://nusports.com/sports/womens-basketball/roster/jess-sancataldo/10312
Northwestern,509,2018-19,2,Lauryn Satterwhite,G,"5'7""",Redshirt First-Year,"Avondale, Ariz.",Valley Vista,,https://nusports.com/sports/womens-basketball/roster/lauryn-satterwhite/10313
Northwestern,509,2018-19,3,Sydney Wood,G,"5'11""",First-Year,"Olney, Maryland",St. John's College HS,,https://nusports.com/sports/womens-basketball/roster/sydney-wood/10672
Northwestern,509,2018-19,4,Bryana Hopkins,F,"6'2""",Junior,"Palatine, Ill.",William Fremd,,https://nusports.com/sports/womens-basketball/roster/bryana-hopkins/8539
Northwestern,509,2018-19,10,Lindsey Pulliam,G,"5'10""",Sophomore,"Silver Spring, Md.",Our Lady of Good Counsel,,https://nusports.com/sports/womens-basketball/roster/lindsey-pulliam/9317
Northwestern,509,2018-19,11,Brooke Pikiell,G,"5'10""",Sophomore,"Far Hills, N.J.",Rutgers Prep,,https://nusports.com/sports/womens-basketball/roster/brooke-pikiell/9316
Northwestern,509,2018-19,12,Veronica Burton,G,"5'9""",First-Year,"Newton, Mass.",Newton South,,https://nusports.com/sports/womens-basketball/roster/veronica-burton/10306
Northwestern,509,2018-19,14,Pallas Kunaiyi-Akpanah,F,"6'2""",Senior,"Abuja, Nigeria",Rabun Gap - Nacoochee School,,https://nusports.com/sports/womens-basketball/roster/pallas-kunaiyiakpanah/8032
Northwestern,509,2018-19,15,Courtney Shaw,F,,First-Year,"Perry Hall, Maryland",Perry Hall,,https://nusports.com/sports/womens-basketball/roster/courtney-shaw/10669
Northwestern,509,2018-19,21,Abbie Wolf,F/C,"6'4""",Junior,"Greenwich, Conn.",Greenwich,,https://nusports.com/sports/womens-basketball/roster/abbie-wolf/8547
Northwestern,509,2018-19,22,Byrdy Galernik,G,"5'8""",Junior,"Toledo, Ohio",Toledo Central Catholic,,https://nusports.com/sports/womens-basketball/roster/byrdy-galernik/8537
Northwestern,509,2018-19,24,Jordan Hamilton,G,"5'8""",Sophomore,"Frisco, Texas",Frisco Liberty,,https://nusports.com/sports/womens-basketball/roster/jordan-hamilton/9314
Northwestern,509,2018-19,32,Amber Jamison,G,,Junior,"Rochester Hills, Mich.",Rochester Adams,,https://nusports.com/sports/womens-basketball/roster/amber-jamison/8540
Northwestern,509,2018-19,44,Abi Scheid,F/C,"6'2""",Junior,"Elk River, Minn.",Elk River,,https://nusports.com/sports/womens-basketball/roster/abi-scheid/8545
Ohio State,518,2018-19,1,Carmen Grande,G,"5'8""",Graduate Student,"Madrid, Spain",,Ball State,https://ohiostatebuckeyes.com/sports/womens-basketball/roster/carmen-grande/279
Ohio State,518,2018-19,3,Janai Crooms,G,"5'10""",Sophomore,"Cranston, R.I.",St. Andrews H.S.,,https://ohiostatebuckeyes.com/sports/womens-basketball/roster/janai-crooms/2037
Ohio State,518,2018-19,10,Carly Santoro,G,"5'10""",Graduate Student,"Bellevue, Ohio",,Bowling Green,https://ohiostatebuckeyes.com/sports/womens-basketball/roster/carly-santoro/283
Ohio State,518,2018-19,12,Savitha Jayaraman,F,"6'2""",Senior,"Powell, Ohio",Olentangy Liberty H.S.,,https://ohiostatebuckeyes.com/sports/womens-basketball/roster/savitha-jayaraman/2048
Ohio State,518,2018-19,14,Dorka Juhász,F,"6'4""",Junior,"Pecs, Hungary",,PTE Babits,https://ohiostatebuckeyes.com/sports/womens-basketball/roster/dorka-juhsz/3597
Ohio State,518,2018-19,15,Adreana Miller,G,"5'11""",Graduate Student,"Somerset, N.J.",,LaSalle,https://ohiostatebuckeyes.com/sports/womens-basketball/roster/adreana-miller/292
Ohio State,518,2018-19,23,Najah Queenland,G,"5'10""",Graduate Student,"Sacramento, Calif.",,Pacific,https://ohiostatebuckeyes.com/sports/womens-basketball/roster/najah-queenland/295
Ohio State,518,2018-19,24,Makayla Waterman,F,"6'2""",Graduate Student,"Kettering, Ohio",Fairmont H.S.,,https://ohiostatebuckeyes.com/sports/womens-basketball/roster/makayla-waterman/297
Ohio State,518,2018-19,25,Karlie Cronin,G,"5'10""",Senior,"Oakton, Va.",Oakton,SMU,https://ohiostatebuckeyes.com/sports/womens-basketball/roster/karlie-cronin/300
Ohio State,518,2018-19,32,Aaliyah Patty,F,"6'3""",Junior,"West Chester, Ill.",Montini Catholic H.S.,,https://ohiostatebuckeyes.com/sports/womens-basketball/roster/aaliyah-patty/3607
Ohio State,518,2018-19,33,Jensen Caretti,G,"6'1""",Senior,"Clarington, Ohio",River H.S.,,https://ohiostatebuckeyes.com/sports/womens-basketball/roster/jensen-caretti/305
Mississippi,433,2018-19,0,Gabby Crawford,F,6' 2'',HS,"Munford, Tenn.",Munford,,https://olemisssports.com/sports/womens-basketball/roster/gabby-crawford/1966
Mississippi,433,2018-19,2,Mimi Reid,G,5' 8'',HS,"Bronx, N.Y.",The Patrick School,,https://olemisssports.com/sports/womens-basketball/roster/mimi-reid/3455
Mississippi,433,2018-19,5,Crystal Allen,G,5' 9'',TR,"Fort Worth, Texas",Trimble Tech,UT-Arlington,https://olemisssports.com/sports/womens-basketball/roster/crystal-allen/1716
Mississippi,433,2018-19,10,Cecilia Muhate,F,6' 2'',3L,"Madrid, Spain",Arturo Soria,,https://olemisssports.com/sports/womens-basketball/roster/cecilia-muhate/1723
Mississippi,433,2018-19,20,Mahogany Matthews,F,6' 1'',HS,"Raeford, N.C.",Hoke County,,https://olemisssports.com/sports/womens-basketball/roster/mahogany-matthews/1722
Mississippi,433,2018-19,21,Taylor Smith,G,5' 8'',HS,"Marietta, Ga.",Marietta,,https://olemisssports.com/sports/womens-basketball/roster/taylor-smith/2747
Mississippi,433,2018-19,23,Shandricka Sessom,G,5' 10'',3L,"Byhalia, Miss.",Byhalia,,https://olemisssports.com/sports/womens-basketball/roster/shandricka-sessom/1726
Mississippi,433,2018-19,24,Shannon Dozier,G,5' 10'',TR,"Washington, D.C.",National Christian Academy,Odessa College,https://olemisssports.com/sports/womens-basketball/roster/shannon-dozier/1718
Mississippi,433,2018-19,31,Deja Cage,G,5' 8'',TR,"Chicago, Ill.",Morgan Park,DePaul,https://olemisssports.com/sports/womens-basketball/roster/deja-cage/2215
Mississippi,433,2018-19,32,Iyanla Kitchens,F,6' 2'',HS,"Lithonia, Ga.",Arabia Mountain,,https://olemisssports.com/sports/womens-basketball/roster/iyanla-kitchens/3452
Mississippi,433,2018-19,33,La'Karis Salter,F,6' 1'',TR,"Tallahassee, Fla.",Florida A&M Development Research School,Jacksonville,https://olemisssports.com/sports/womens-basketball/roster/lakaris-salter/1725
Mississippi,433,2018-19,44,Torri Lewis,G,5' 11'',3L,"Olive Branch, Miss.",Homeschool,,https://olemisssports.com/sports/womens-basketball/roster/torri-lewis/2218
Omaha,464,2018-19,0,Juliana Chagas,G,"5'6""",Junior,"Santo Andre, Sao Paulo, Brazil",Colegio Singular,Barton County,https://omavs.com/sports/womens-basketball/roster/juliana-chagas/9108
Omaha,464,2018-19,1,Kalen Phillips,G,"5'9""",Senior,"Ellisville, Miss.",South Jones,,https://omavs.com/sports/womens-basketball/roster/kalen-phillips/9047
Omaha,464,2018-19,2,Rayanna Carter,G,"5'7""",Junior,"Cedar Park, Texas",Leander,Texas A&M-Corpus Christi/Blinn College,https://omavs.com/sports/womens-basketball/roster/rayanna-carter/9105
